trust_code,trust_name,total_attendances,within_4hrs,source_file,compliance_pct
-,-,2240668.0,1668983.0,April-2024-AE-by-provider-24y7F-revised.xls,74.49
QOX,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",29145.0,21375.0,April-2024-AE-by-provider-24y7F-revised.xls,73.34
QHG,"NHS Bedfordshire, Luton And Milton Keynes Integrated Care Board",41516.0,31763.0,April-2024-AE-by-provider-24y7F-revised.xls,76.51
QHL,NHS Birmingham And Solihull Integrated Care Board,54567.0,39854.0,April-2024-AE-by-provider-24y7F-revised.xls,73.04
QUY,"NHS Bristol, North Somerset And South Gloucestershire Integrated Care Board",34753.0,25464.0,April-2024-AE-by-provider-24y7F-revised.xls,73.27
QU9,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",53523.0,40520.0,April-2024-AE-by-provider-24y7F-revised.xls,75.71
QUE,NHS Cambridgeshire And Peterborough Integrated Care Board,35557.0,23313.0,April-2024-AE-by-provider-24y7F-revised.xls,65.57
QYG,NHS Cheshire And Merseyside Integrated Care Board,118583.0,85481.0,April-2024-AE-by-provider-24y7F-revised.xls,72.09
QT6,NHS Cornwall And The Isles Of Scilly Integrated Care Board,17472.0,13810.0,April-2024-AE-by-provider-24y7F-revised.xls,79.04
QWU,NHS Coventry And Warwickshire Integrated Care Board,38086.0,28130.0,April-2024-AE-by-provider-24y7F-revised.xls,73.86
QHM,NHS North East And North Cumbria Integrated Care Board,138097.0,106350.0,April-2024-AE-by-provider-24y7F-revised.xls,77.01
QJK,NHS Devon Integrated Care Board,41917.0,29120.0,April-2024-AE-by-provider-24y7F-revised.xls,69.47
QVV,NHS Dorset Integrated Care Board,26085.0,19273.0,April-2024-AE-by-provider-24y7F-revised.xls,73.89
QMF,NHS North East London Integrated Care Board,85823.0,63536.0,April-2024-AE-by-provider-24y7F-revised.xls,74.03
QNQ,NHS Frimley Integrated Care Board,34702.0,25829.0,April-2024-AE-by-provider-24y7F-revised.xls,74.43
QR1,NHS Gloucestershire Integrated Care Board,19804.0,14610.0,April-2024-AE-by-provider-24y7F-revised.xls,73.77
QOP,NHS Greater Manchester Integrated Care Board,119841.0,81107.0,April-2024-AE-by-provider-24y7F-revised.xls,67.68
QRL,NHS Hampshire And Isle Of Wight Integrated Care Board,65227.0,48493.0,April-2024-AE-by-provider-24y7F-revised.xls,74.34
QE1,NHS Lancashire And South Cumbria Integrated Care Board,72455.0,56393.0,April-2024-AE-by-provider-24y7F-revised.xls,77.83
QGH,NHS Herefordshire And Worcestershire Integrated Care Board,26288.0,17259.0,April-2024-AE-by-provider-24y7F-revised.xls,65.65
QM7,NHS Hertfordshire And West Essex Integrated Care Board,45429.0,33388.0,April-2024-AE-by-provider-24y7F-revised.xls,73.49
QOQ,NHS Humber And North Yorkshire Integrated Care Board,64319.0,45428.0,April-2024-AE-by-provider-24y7F-revised.xls,70.63
QJ2,NHS Derby And Derbyshire Integrated Care Board,49664.0,37881.0,April-2024-AE-by-provider-24y7F-revised.xls,76.27
QKS,NHS Kent And Medway Integrated Care Board,90615.0,73947.0,April-2024-AE-by-provider-24y7F-revised.xls,81.61
QK1,"NHS Leicester, Leicestershire And Rutland Integrated Care Board",36158.0,27210.0,April-2024-AE-by-provider-24y7F-revised.xls,75.25
QJM,NHS Lincolnshire Integrated Care Board,29119.0,21653.0,April-2024-AE-by-provider-24y7F-revised.xls,74.36
QH8,NHS Mid And South Essex Integrated Care Board,35468.0,27277.0,April-2024-AE-by-provider-24y7F-revised.xls,76.91
QMM,NHS Norfolk And Waveney Integrated Care Board,36344.0,28045.0,April-2024-AE-by-provider-24y7F-revised.xls,77.17
QMJ,NHS North Central London Integrated Care Board,70058.0,50056.0,April-2024-AE-by-provider-24y7F-revised.xls,71.45
QRV,NHS North West London Integrated Care Board,99783.0,80530.0,April-2024-AE-by-provider-24y7F-revised.xls,80.71
QPM,NHS Northamptonshire Integrated Care Board,32824.0,25783.0,April-2024-AE-by-provider-24y7F-revised.xls,78.55
QT1,NHS Nottingham And Nottinghamshire Integrated Care Board,39333.0,27525.0,April-2024-AE-by-provider-24y7F-revised.xls,69.98
QKK,NHS South East London Integrated Care Board,79058.0,57812.0,April-2024-AE-by-provider-24y7F-revised.xls,73.13
QOC,"NHS Shropshire, Telford And Wrekin Integrated Care Board",16318.0,9822.0,April-2024-AE-by-provider-24y7F-revised.xls,60.19
QSL,NHS Somerset Integrated Care Board,22697.0,17777.0,April-2024-AE-by-provider-24y7F-revised.xls,78.32
QWE,NHS South West London Integrated Care Board,58578.0,45229.0,April-2024-AE-by-provider-24y7F-revised.xls,77.21
QF7,NHS South Yorkshire Integrated Care Board,56880.0,42127.0,April-2024-AE-by-provider-24y7F-revised.xls,74.06
QNC,NHS Staffordshire And Stoke-On-Trent Integrated Care Board,23492.0,16598.0,April-2024-AE-by-provider-24y7F-revised.xls,70.65
QJG,NHS Suffolk And North East Essex Integrated Care Board,35819.0,27079.0,April-2024-AE-by-provider-24y7F-revised.xls,75.6
QXU,NHS Surrey Heartlands Integrated Care Board,33621.0,24817.0,April-2024-AE-by-provider-24y7F-revised.xls,73.81
QNX,NHS Sussex Integrated Care Board,63541.0,49256.0,April-2024-AE-by-provider-24y7F-revised.xls,77.52
QUA,NHS Black Country Integrated Care Board,78661.0,61165.0,April-2024-AE-by-provider-24y7F-revised.xls,77.76
QWO,NHS West Yorkshire Integrated Care Board,89448.0,66898.0,April-2024-AE-by-provider-24y7F-revised.xls,74.79
-,-,2297421.0,1718099.0,April-2025-AE-by-provider-sfo2q-revised.xls,74.78
QOX,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",27676.0,18516.0,April-2025-AE-by-provider-sfo2q-revised.xls,66.9
QHG,"NHS Bedfordshire, Luton And Milton Keynes Integrated Care Board",41383.0,32056.0,April-2025-AE-by-provider-sfo2q-revised.xls,77.46
QHL,NHS Birmingham And Solihull Integrated Care Board,54838.0,39610.0,April-2025-AE-by-provider-sfo2q-revised.xls,72.23
QUY,"NHS Bristol, North Somerset And South Gloucestershire Integrated Care Board",35366.0,25898.0,April-2025-AE-by-provider-sfo2q-revised.xls,73.23
QU9,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",58080.0,45400.0,April-2025-AE-by-provider-sfo2q-revised.xls,78.17
QUE,NHS Cambridgeshire And Peterborough Integrated Care Board,35546.0,25264.0,April-2025-AE-by-provider-sfo2q-revised.xls,71.07
QYG,NHS Cheshire And Merseyside Integrated Care Board,122238.0,88975.0,April-2025-AE-by-provider-sfo2q-revised.xls,72.79
QT6,NHS Cornwall And The Isles Of Scilly Integrated Care Board,19195.0,15213.0,April-2025-AE-by-provider-sfo2q-revised.xls,79.26
QWU,NHS Coventry And Warwickshire Integrated Care Board,35941.0,26108.0,April-2025-AE-by-provider-sfo2q-revised.xls,72.64
QHM,NHS North East And North Cumbria Integrated Care Board,147193.0,114645.0,April-2025-AE-by-provider-sfo2q-revised.xls,77.89
QJK,NHS Devon Integrated Care Board,44379.0,31373.0,April-2025-AE-by-provider-sfo2q-revised.xls,70.69
QVV,NHS Dorset Integrated Care Board,28233.0,20983.0,April-2025-AE-by-provider-sfo2q-revised.xls,74.32
QMF,NHS North East London Integrated Care Board,91891.0,70161.0,April-2025-AE-by-provider-sfo2q-revised.xls,76.35
QNQ,NHS Frimley Integrated Care Board,34112.0,24159.0,April-2025-AE-by-provider-sfo2q-revised.xls,70.82
QR1,NHS Gloucestershire Integrated Care Board,22303.0,16897.0,April-2025-AE-by-provider-sfo2q-revised.xls,75.76
QOP,NHS Greater Manchester Integrated Care Board,123384.0,85012.0,April-2025-AE-by-provider-sfo2q-revised.xls,68.9
QRL,NHS Hampshire And Isle Of Wight Integrated Care Board,66867.0,50054.0,April-2025-AE-by-provider-sfo2q-revised.xls,74.86
QE1,NHS Lancashire And South Cumbria Integrated Care Board,75689.0,58573.0,April-2025-AE-by-provider-sfo2q-revised.xls,77.39
QGH,NHS Herefordshire And Worcestershire Integrated Care Board,26748.0,16041.0,April-2025-AE-by-provider-sfo2q-revised.xls,59.97
QM7,NHS Hertfordshire And West Essex Integrated Care Board,46652.0,36206.0,April-2025-AE-by-provider-sfo2q-revised.xls,77.61
QOQ,NHS Humber And North Yorkshire Integrated Care Board,65323.0,45823.0,April-2025-AE-by-provider-sfo2q-revised.xls,70.15
QJ2,NHS Derby And Derbyshire Integrated Care Board,56642.0,43546.0,April-2025-AE-by-provider-sfo2q-revised.xls,76.88
QKS,NHS Kent And Medway Integrated Care Board,92299.0,74867.0,April-2025-AE-by-provider-sfo2q-revised.xls,81.11
QK1,"NHS Leicester, Leicestershire And Rutland Integrated Care Board",38115.0,28743.0,April-2025-AE-by-provider-sfo2q-revised.xls,75.41
QJM,NHS Lincolnshire Integrated Care Board,29024.0,22437.0,April-2025-AE-by-provider-sfo2q-revised.xls,77.3
QH8,NHS Mid And South Essex Integrated Care Board,33512.0,22433.0,April-2025-AE-by-provider-sfo2q-revised.xls,66.94
QMM,NHS Norfolk And Waveney Integrated Care Board,36956.0,26668.0,April-2025-AE-by-provider-sfo2q-revised.xls,72.16
QMJ,NHS North Central London Integrated Care Board,69707.0,52261.0,April-2025-AE-by-provider-sfo2q-revised.xls,74.97
QRV,NHS North West London Integrated Care Board,103870.0,83196.0,April-2025-AE-by-provider-sfo2q-revised.xls,80.1
QPM,NHS Northamptonshire Integrated Care Board,31205.0,23019.0,April-2025-AE-by-provider-sfo2q-revised.xls,73.77
QT1,NHS Nottingham And Nottinghamshire Integrated Care Board,39851.0,28001.0,April-2025-AE-by-provider-sfo2q-revised.xls,70.26
QKK,NHS South East London Integrated Care Board,79855.0,60311.0,April-2025-AE-by-provider-sfo2q-revised.xls,75.53
QOC,"NHS Shropshire, Telford And Wrekin Integrated Care Board",16292.0,9260.0,April-2025-AE-by-provider-sfo2q-revised.xls,56.84
QSL,NHS Somerset Integrated Care Board,22152.0,15796.0,April-2025-AE-by-provider-sfo2q-revised.xls,71.31
QWE,NHS South West London Integrated Care Board,58293.0,45568.0,April-2025-AE-by-provider-sfo2q-revised.xls,78.17
QF7,NHS South Yorkshire Integrated Care Board,59374.0,43361.0,April-2025-AE-by-provider-sfo2q-revised.xls,73.03
QNC,NHS Staffordshire And Stoke-On-Trent Integrated Care Board,24280.0,15959.0,April-2025-AE-by-provider-sfo2q-revised.xls,65.73
QJG,NHS Suffolk And North East Essex Integrated Care Board,35198.0,27846.0,April-2025-AE-by-provider-sfo2q-revised.xls,79.11
QXU,NHS Surrey Heartlands Integrated Care Board,38835.0,28968.0,April-2025-AE-by-provider-sfo2q-revised.xls,74.59
QNX,NHS Sussex Integrated Care Board,64584.0,51074.0,April-2025-AE-by-provider-sfo2q-revised.xls,79.08
QUA,NHS Black Country Integrated Care Board,73152.0,57688.0,April-2025-AE-by-provider-sfo2q-revised.xls,78.86
QWO,NHS West Yorkshire Integrated Care Board,91188.0,70130.0,April-2025-AE-by-provider-sfo2q-revised.xls,76.91
-,-,2160791.0,1649407.0,August-2024-AE-by-provider-A4au3-1.xls,76.33
QOX,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",29369.0,22192.0,August-2024-AE-by-provider-A4au3-1.xls,75.56
QHG,"NHS Bedfordshire, Luton And Milton Keynes Integrated Care Board",38251.0,29464.0,August-2024-AE-by-provider-A4au3-1.xls,77.03
QHL,NHS Birmingham And Solihull Integrated Care Board,51383.0,39164.0,August-2024-AE-by-provider-A4au3-1.xls,76.22
QUY,"NHS Bristol, North Somerset And South Gloucestershire Integrated Care Board",33863.0,25742.0,August-2024-AE-by-provider-A4au3-1.xls,76.02
QU9,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",50994.0,40232.0,August-2024-AE-by-provider-A4au3-1.xls,78.9
QUE,NHS Cambridgeshire And Peterborough Integrated Care Board,34964.0,25484.0,August-2024-AE-by-provider-A4au3-1.xls,72.89
QYG,NHS Cheshire And Merseyside Integrated Care Board,113650.0,84439.0,August-2024-AE-by-provider-A4au3-1.xls,74.3
QT6,NHS Cornwall And The Isles Of Scilly Integrated Care Board,20911.0,15699.0,August-2024-AE-by-provider-A4au3-1.xls,75.08
QWU,NHS Coventry And Warwickshire Integrated Care Board,33449.0,23431.0,August-2024-AE-by-provider-A4au3-1.xls,70.05
QHM,NHS North East And North Cumbria Integrated Care Board,133929.0,107092.0,August-2024-AE-by-provider-A4au3-1.xls,79.96
QJK,NHS Devon Integrated Care Board,45244.0,32074.0,August-2024-AE-by-provider-A4au3-1.xls,70.89
QVV,NHS Dorset Integrated Care Board,27778.0,21388.0,August-2024-AE-by-provider-A4au3-1.xls,77.0
QMF,NHS North East London Integrated Care Board,80143.0,61579.0,August-2024-AE-by-provider-A4au3-1.xls,76.84
QNQ,NHS Frimley Integrated Care Board,32608.0,24184.0,August-2024-AE-by-provider-A4au3-1.xls,74.17
QR1,NHS Gloucestershire Integrated Care Board,20591.0,15889.0,August-2024-AE-by-provider-A4au3-1.xls,77.16
QOP,NHS Greater Manchester Integrated Care Board,113003.0,79665.0,August-2024-AE-by-provider-A4au3-1.xls,70.5
QRL,NHS Hampshire And Isle Of Wight Integrated Care Board,63565.0,47239.0,August-2024-AE-by-provider-A4au3-1.xls,74.32
QE1,NHS Lancashire And South Cumbria Integrated Care Board,72042.0,56421.0,August-2024-AE-by-provider-A4au3-1.xls,78.32
QGH,NHS Herefordshire And Worcestershire Integrated Care Board,25901.0,17538.0,August-2024-AE-by-provider-A4au3-1.xls,67.71
QM7,NHS Hertfordshire And West Essex Integrated Care Board,43887.0,33626.0,August-2024-AE-by-provider-A4au3-1.xls,76.62
QOQ,NHS Humber And North Yorkshire Integrated Care Board,62902.0,46137.0,August-2024-AE-by-provider-A4au3-1.xls,73.35
QJ2,NHS Derby And Derbyshire Integrated Care Board,46670.0,35166.0,August-2024-AE-by-provider-A4au3-1.xls,75.35
QKS,NHS Kent And Medway Integrated Care Board,93696.0,79249.0,August-2024-AE-by-provider-A4au3-1.xls,84.58
QK1,"NHS Leicester, Leicestershire And Rutland Integrated Care Board",34902.0,26659.0,August-2024-AE-by-provider-A4au3-1.xls,76.38
QJM,NHS Lincolnshire Integrated Care Board,28253.0,20813.0,August-2024-AE-by-provider-A4au3-1.xls,73.67
QH8,NHS Mid And South Essex Integrated Care Board,33643.0,24894.0,August-2024-AE-by-provider-A4au3-1.xls,73.99
QMM,NHS Norfolk And Waveney Integrated Care Board,37919.0,28726.0,August-2024-AE-by-provider-A4au3-1.xls,75.76
QMJ,NHS North Central London Integrated Care Board,64827.0,49555.0,August-2024-AE-by-provider-A4au3-1.xls,76.44
QRV,NHS North West London Integrated Care Board,95003.0,77170.0,August-2024-AE-by-provider-A4au3-1.xls,81.23
QPM,NHS Northamptonshire Integrated Care Board,30838.0,24014.0,August-2024-AE-by-provider-A4au3-1.xls,77.87
QT1,NHS Nottingham And Nottinghamshire Integrated Care Board,37361.0,27736.0,August-2024-AE-by-provider-A4au3-1.xls,74.24
QKK,NHS South East London Integrated Care Board,74838.0,57386.0,August-2024-AE-by-provider-A4au3-1.xls,76.68
QOC,"NHS Shropshire, Telford And Wrekin Integrated Care Board",15664.0,10171.0,August-2024-AE-by-provider-A4au3-1.xls,64.93
QSL,NHS Somerset Integrated Care Board,22197.0,17242.0,August-2024-AE-by-provider-A4au3-1.xls,77.68
QWE,NHS South West London Integrated Care Board,54500.0,42702.0,August-2024-AE-by-provider-A4au3-1.xls,78.35
QF7,NHS South Yorkshire Integrated Care Board,54941.0,41183.0,August-2024-AE-by-provider-A4au3-1.xls,74.96
QNC,NHS Staffordshire And Stoke-On-Trent Integrated Care Board,22078.0,16116.0,August-2024-AE-by-provider-A4au3-1.xls,73.0
QJG,NHS Suffolk And North East Essex Integrated Care Board,35354.0,26772.0,August-2024-AE-by-provider-A4au3-1.xls,75.73
QXU,NHS Surrey Heartlands Integrated Care Board,31914.0,25745.0,August-2024-AE-by-provider-A4au3-1.xls,80.67
QNX,NHS Sussex Integrated Care Board,62820.0,49731.0,August-2024-AE-by-provider-A4au3-1.xls,79.16
QUA,NHS Black Country Integrated Care Board,70609.0,56125.0,August-2024-AE-by-provider-A4au3-1.xls,79.49
QWO,NHS West Yorkshire Integrated Care Board,84337.0,63573.0,August-2024-AE-by-provider-A4au3-1.xls,75.38
-,-,2266937.0,1720066.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,75.88
QOX,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",30560.0,21669.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,70.91
QHG,"NHS Bedfordshire, Luton And Milton Keynes Integrated Care Board",40383.0,30771.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,76.2
QHL,NHS Birmingham And Solihull Integrated Care Board,50577.0,37234.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,73.62
QUY,"NHS Bristol, North Somerset And South Gloucestershire Integrated Care Board",35551.0,26920.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,75.72
QU9,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",55084.0,44488.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,80.76
QUE,NHS Cambridgeshire And Peterborough Integrated Care Board,35653.0,25687.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,72.05
QYG,NHS Cheshire And Merseyside Integrated Care Board,119145.0,86680.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,72.75
QT6,NHS Cornwall And The Isles Of Scilly Integrated Care Board,21199.0,16933.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,79.88
QWU,NHS Coventry And Warwickshire Integrated Care Board,35260.0,26598.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,75.43
QHM,NHS North East And North Cumbria Integrated Care Board,142327.0,113199.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,79.53
QJK,NHS Devon Integrated Care Board,47902.0,34345.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,71.7
QVV,NHS Dorset Integrated Care Board,30396.0,22989.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,75.63
QMF,NHS North East London Integrated Care Board,87974.0,68037.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,77.34
QNQ,NHS Frimley Integrated Care Board,33719.0,24974.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,74.07
QR1,NHS Gloucestershire Integrated Care Board,22862.0,17381.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,76.03
QOP,NHS Greater Manchester Integrated Care Board,121203.0,86289.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,71.19
QRL,NHS Hampshire And Isle Of Wight Integrated Care Board,66772.0,52069.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,77.98
QE1,NHS Lancashire And South Cumbria Integrated Care Board,76232.0,58553.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,76.81
QGH,NHS Herefordshire And Worcestershire Integrated Care Board,26922.0,17558.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,65.22
QM7,NHS Hertfordshire And West Essex Integrated Care Board,45544.0,36758.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,80.71
QOQ,NHS Humber And North Yorkshire Integrated Care Board,66645.0,49501.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,74.28
QJ2,NHS Derby And Derbyshire Integrated Care Board,55984.0,43212.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,77.19
QKS,NHS Kent And Medway Integrated Care Board,94829.0,76743.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,80.93
QK1,"NHS Leicester, Leicestershire And Rutland Integrated Care Board",39506.0,31019.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,78.52
QJM,NHS Lincolnshire Integrated Care Board,30358.0,22800.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,75.1
QH8,NHS Mid And South Essex Integrated Care Board,32973.0,24952.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,75.67
QMM,NHS Norfolk And Waveney Integrated Care Board,37655.0,27553.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,73.17
QMJ,NHS North Central London Integrated Care Board,66439.0,52319.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,78.75
QRV,NHS North West London Integrated Care Board,100560.0,80279.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,79.83
QPM,NHS Northamptonshire Integrated Care Board,29916.0,22076.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,73.79
QT1,NHS Nottingham And Nottinghamshire Integrated Care Board,39223.0,25984.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,66.25
QKK,NHS South East London Integrated Care Board,76970.0,59088.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,76.77
QOC,"NHS Shropshire, Telford And Wrekin Integrated Care Board",16435.0,10036.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,61.06
QSL,NHS Somerset Integrated Care Board,21944.0,16120.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,73.46
QWE,NHS South West London Integrated Care Board,56646.0,43011.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,75.93
QF7,NHS South Yorkshire Integrated Care Board,57824.0,42831.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,74.07
QNC,NHS Staffordshire And Stoke-On-Trent Integrated Care Board,24364.0,16945.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,69.55
QJG,NHS Suffolk And North East Essex Integrated Care Board,34159.0,25518.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,74.7
QXU,NHS Surrey Heartlands Integrated Care Board,33438.0,23734.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,70.98
QNX,NHS Sussex Integrated Care Board,66303.0,51293.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,77.36
QUA,NHS Black Country Integrated Care Board,70682.0,56370.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,79.75
QWO,NHS West Yorkshire Integrated Care Board,88819.0,69550.0,August-2025-AE-by-provider-0G7Wh-revised-v2-1.xls,78.31
-,-,2345934.0,1668461.0,December-2024-AE-by-provider-28BHd.xls,71.12
QOX,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",30029.0,20918.0,December-2024-AE-by-provider-28BHd.xls,69.66
QHG,"NHS Bedfordshire, Luton And Milton Keynes Integrated Care Board",46767.0,34101.0,December-2024-AE-by-provider-28BHd.xls,72.92
QHL,NHS Birmingham And Solihull Integrated Care Board,60094.0,42432.0,December-2024-AE-by-provider-28BHd.xls,70.61
QUY,"NHS Bristol, North Somerset And South Gloucestershire Integrated Care Board",34661.0,23858.0,December-2024-AE-by-provider-28BHd.xls,68.83
QU9,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",56001.0,39383.0,December-2024-AE-by-provider-28BHd.xls,70.33
QUE,NHS Cambridgeshire And Peterborough Integrated Care Board,37406.0,24044.0,December-2024-AE-by-provider-28BHd.xls,64.28
QYG,NHS Cheshire And Merseyside Integrated Care Board,123306.0,88039.0,December-2024-AE-by-provider-28BHd.xls,71.4
QT6,NHS Cornwall And The Isles Of Scilly Integrated Care Board,17054.0,13157.0,December-2024-AE-by-provider-28BHd.xls,77.15
QWU,NHS Coventry And Warwickshire Integrated Care Board,37751.0,24638.0,December-2024-AE-by-provider-28BHd.xls,65.26
QHM,NHS North East And North Cumbria Integrated Care Board,147914.0,109623.0,December-2024-AE-by-provider-28BHd.xls,74.11
QJK,NHS Devon Integrated Care Board,43555.0,28462.0,December-2024-AE-by-provider-28BHd.xls,65.35
